FIPS,City,Year,Population,Primary Point
1953670,Montour,July 01 2014,248,POINT (-92.7149939 41.9802608)
1948000,McGregor,July 01 2015,849,POINT (-91.1820936 43.0244127)
1913485,Clare,July 01 2017,138,POINT (-94.3446885 42.587455)
1981885,Walker,July 01 1995,668,POINT (-91.7808739 42.2873128)
1909820,Calamus,April 01 2010,439,POINT (-90.7600146 41.8264945)
1964875,Promise City,July 01 2015,109,POINT (-93.1497895 40.7473394)
1964110,Popejoy,July 01 2014,78,POINT (-93.4278229 42.5938807)
1903340,Aspinwall,July 01 2009,64,POINT (-95.1349612 41.9105489)
1928020,Floyd,April 01 2000,361,POINT (-92.7402544 43.1282005)
1961320,Panora,July 01 2002,1132,POINT (-94.3637004 41.6910202)
1921540,Dixon,July 01 1996,191,POINT (-90.7823709 41.742124)
1973650,Smithland,July 01 1992,291,POINT (-95.9311714 42.2289603)
1939900,Jolley,July 01 2007,32,POINT (-94.7182601 42.4794481)
1954165,Morrison,July 01 2012,94,POINT (-92.6732838 42.3429631)
1978825,Treynor,July 01 1994,968,POINT (-95.6063422 41.2321933)
1930000,Garrison,April 01 1990,320,POINT (-92.1431601 42.1440125)
1987015,Woolstock,July 01 2004,198,POINT (-93.8432601 42.5647758)
1974775,St. Charles,July 01 1998,633,POINT (-91.4457379 42.0529659)
1916860,Council Bluffs,July 01 2012,62160,POINT (-95.8520558 41.2368193)
1981615,Wahpeton,July 01 2003,448,POINT (-95.1744377 43.3741639)
1932790,Greenfield,July 01 2002,2024,POINT (-94.4591514 41.305599)
1902620,Aredale,April 01 1990,88,POINT (-93.0053681 42.8331955)
1972210,Sheffield,July 01 2012,1160,POINT (-93.208697 42.8928802)
1946515,Lorimor,July 01 1996,390,POINT (-94.0570493 41.1266756)
1905365,Bedford,July 01 2004,1537,POINT (-94.7240366 40.6711504)
1942825,Lakota,July 01 2017,279,POINT (-94.0963165 43.3786517)
1916725,Cotter,July 01 2017,47,POINT (-91.4658078 41.2939949)
1900235,Ackworth,July 01 2001,103,POINT (-93.4747827 41.3663016)
1977520,Terril,July 01 2006,366,POINT (-94.9689637 43.3058467)
1900595,Afton,July 01 2014,844,POINT (-94.1953729 41.0276183)
1954435,Mount Auburn,July 01 1994,145,POINT (-92.094317 42.2574343)
1924735,Elkhart,July 01 2017,802,POINT (-93.5242476 41.7922878)
1975855,Strawberry Point,July 01 2004,1291,POINT (-91.5349572 42.6803391)
1935760,Hepburn,July 01 1993,57,POINT (-95.0166861 40.8476568)
1904915,Baxter,July 01 2009,1032,POINT (-93.1524552 41.8252003)
1986880,Woodburn,July 01 1992,243,POINT (-93.5962852 41.0108726)
1952590,Minden,July 01 2015,604,POINT (-95.5411773 41.4683761)
1964425,Prairieburg,July 01 2003,171,POINT (-91.4258359 42.2377349)
1982965,Wayland,July 01 2014,953,POINT (-91.659088 41.148462)
1982875,Waverly,July 01 1994,8976,POINT (-92.470638 42.7249871)
1947730,Lytton,July 01 2003,280,POINT (-94.8604989 42.4233029)
1955785,New Albin,July 01 2006,512,POINT (-91.2881574 43.4969803)
1982425,Waterloo,July 01 1991,66987,POINT (-92.3521758 42.4919737)
1917220,Cresco,July 01 2018,3742,POINT (-92.1163502 43.3717573)
1982695,Waukee,April 01 2010,13790,POINT (-93.8702236 41.6001509)
1947370,Lu Verne,July 01 2013,258,POINT (-94.0836262 42.9092283)
1923340,Earlham,April 01 2010,1450,POINT (-94.1222513 41.4944824)
1948450,Madrid,July 01 1998,2728,POINT (-93.820109 41.8756295)
1948180,Macksburg,July 01 2009,125,POINT (-94.1850673 41.2146954)
1935580,Hazleton,July 01 2008,932,POINT (-91.9058398 42.6177464)
1948720,Malvern,July 01 2016,1101,POINT (-95.5856662 41.0075619)
1947505,Luzerne,July 01 1999,95,POINT (-92.1802573 41.9057019)
1965280,Quimby,July 01 1995,323,POINT (-95.6439386 42.629181)
1911305,Cascade,July 01 1997,1956,POINT (-91.0045814 42.3019211)
1950610,Maynard,July 01 1993,497,POINT (-91.8774931 42.7739217)
1916815,Coulter,July 01 2005,256,POINT (-93.3700471 42.73312)
1979905,Urbana,July 01 2007,1391,POINT (-91.887274 42.2284093)
1944670,Lester,April 01 2000,251,POINT (-96.3314371 43.4402995)
1940350,Kellerton,July 01 2014,302,POINT (-94.0502485 40.7102575)
1901315,Allison,July 01 2002,958,POINT (-92.7957606 42.7517481)
1949755,Marshalltown,April 01 2000,26009,POINT (-92.9066945 42.0341021)
1907480,Boone,July 01 1996,12828,POINT (-93.8773237 42.0530404)
1913845,Clayton,April 01 2010,43,POINT (-91.1505737 42.9033147)
1900775,Akron,July 01 1992,1464,POINT (-96.5570105 42.8266985)
1935670,Hedrick,July 01 2001,844,POINT (-92.3079494 41.1711634)
1901495,Alta,July 01 2011,1928,POINT (-95.3045104 42.6716795)
1901990,Anamosa,July 01 2013,5449,POINT (-91.2757691 42.109152)
1968520,Rolfe,July 01 1996,701,POINT (-94.5313396 42.8129005)
1980400,Van Horne,July 01 2001,727,POINT (-92.0894145 42.009549)
1934005,Hancock,July 01 1997,204,POINT (-95.3636607 41.3921947)
1951105,Menlo,July 01 2013,346,POINT (-94.404251 41.5221445)
1974820,Stacyville,July 01 2019,463,POINT (-92.7839772 43.4390311)
1901315,Allison,July 01 2007,948,POINT (-92.7957606 42.7517481)
1956865,Nodaway,April 01 2000,132,POINT (-94.8953832 40.9365491)
1932115,Grandview,July 01 1992,505,POINT (-91.1882749 41.2772257)
1952590,Minden,July 01 1994,533,POINT (-95.5411773 41.4683761)
1951735,Middletown,April 01 2000,535,POINT (-91.262221 40.8273404)
1963570,Pleasanton,July 01 1995,61,POINT (-93.7430081 40.5824833)
1974910,Stanhope,April 01 2000,488,POINT (-93.7960023 42.2889306)
1970410,Sanborn,July 01 1992,1363,POINT (-95.655256 43.1813704)
1904330,Baldwin,July 01 1995,136,POINT (-90.8385145 42.0732052)
1974415,Spirit Lake,July 01 2001,4299,POINT (-95.1108029 43.4177008)
1952275,Millerton,July 01 1998,40,POINT (-93.3057058 40.8493458)
1957135,North Buena Vista,July 01 2016,120,POINT (-90.9585058 42.677621)
1905905,Benton,July 01 1996,42,POINT (-94.3611955 40.704075)
1983280,Wellman,July 01 2007,1415,POINT (-91.8353706 41.469264)
1976890,Swisher,July 01 2015,937,POINT (-91.6938947 41.8441956)
1975810,Stratford,July 01 1998,765,POINT (-93.9272412 42.2691235)
1974775,St. Anthony,April 01 1990,112,POINT (-91.4457379 42.0529659)
1971895,Shambaugh,July 01 2003,179,POINT (-95.0352465 40.6574753)
1923790,East Peru,July 01 1998,143,POINT (-93.9295169 41.2270332)
1944715,Letts,July 01 1997,376,POINT (-91.23563 41.3298031)
1926400,Fairfax,July 01 2004,1424,POINT (-91.7758659 41.9227519)
1960780,Oyens,July 01 1996,121,POINT (-96.0582383 42.8199469)
1945435,Lineville,July 01 2006,229,POINT (-93.5231892 40.5869857)
1939900,Jolley,July 01 2017,37,POINT (-94.7182601 42.4794481)
1967035,Ridgeway,July 01 2013,299,POINT (-91.9926366 43.2988771)
1923385,Earling,April 01 2000,471,POINT (-95.4189906 41.7761726)
1953355,Monroe,July 01 2004,1815,POINT (-93.1037482 41.5189365)
1947010,Low Moor,July 01 2006,225,POINT (-90.3542133 41.8023436)
1935220,Haverhill,July 01 2017,169,POINT (-92.9607403 41.9441206)
1930540,Gibson,July 01 1999,67,POINT (-92.3920455 41.480236)
1956325,New London,July 01 1993,2023,POINT (-91.4011156 40.9231717)
1921675,Dolliver,July 01 2014,65,POINT (-94.6143179 43.4638362)
1957360,North Liberty,July 01 2016,18510,POINT (-91.610653 41.7439981)
1904870,Battle Creek,July 01 2012,708,POINT (-95.6002651 42.3168556)
1958395,Oakville,July 01 2006,420,POINT (-91.0436173 41.0981152)
1965640,Randolph,July 01 1998,213,POINT (-95.5647251 40.8734345)
1919405,Decorah,July 01 2004,7987,POINT (-91.7850015 43.3018112)
1915465,Colwell,July 01 2012,72,POINT (-92.5910417 43.1577091)
1929685,Garber,July 01 2013,86,POINT (-91.2618173 42.744429)
1982965,Wayland,July 01 2012,948,POINT (-91.659088 41.148462)
1976035,Sully,July 01 2006,863,POINT (-92.8468343 41.5780013)
1949350,Marcus,July 01 2007,1034,POINT (-95.8068149 42.8223959)
1947730,Lytton,July 01 1992,311,POINT (-94.8604989 42.4233029)
1904195,Badger,July 01 2004,587,POINT (-94.1445463 42.6141459)
1962040,Pella,July 01 1999,9862,POINT (-92.9177547 41.4051393)
1969240,Runnells,July 01 2008,383,POINT (-93.3603967 41.5140555)
1917130,Crawfordsville,July 01 2011,265,POINT (-91.5366275 41.2139194)
1959745,Osage,July 01 2005,3416,POINT (-92.8114161 43.2826461)
1926355,Fairbank,July 01 1999,922,POINT (-92.0475697 42.6401042)
1967215,Rippey,July 01 2003,303,POINT (-94.2007998 41.9342117)
1952545,Minburn,July 01 2007,436,POINT (-94.0285158 41.7575518)
1982740,Waukon,July 01 2012,3848,POINT (-91.4781367 43.2683975)
1977970,Thurman,July 01 2007,217,POINT (-95.7488095 40.8202236)
1976035,Sully,July 01 2008,852,POINT (-92.8468343 41.5780013)
1952455,Milo,July 01 2008,828,POINT (-93.4393691 41.2887201)
1986835,Woodbine,July 01 1992,1616,POINT (-95.7067259 41.7346202)
1910045,Calmar,July 01 1997,1050,POINT (-91.8677508 43.1805636)
1937920,Huxley,July 01 2004,2464,POINT (-93.5913007 41.8960875)
1972300,Shelby,July 01 1993,626,POINT (-95.4505587 41.5066731)
1932970,Greenville,July 01 2017,69,POINT (-95.1461167 43.0169781)
1963840,Plover,July 01 2017,72,POINT (-94.6222266 42.876712)
1929190,Fremont,July 01 1995,739,POINT (-92.4342399 41.2125273)
1977565,Thayer,July 01 2004,57,POINT (-94.0497355 41.0289671)
1917175,Crescent,July 01 2006,612,POINT (-95.8581593 41.3654889)
1944400,Le Mars,July 01 1998,9050,POINT (-96.1742476 42.7809352)
1930540,Gibson,July 01 2003,75,POINT (-92.3920455 41.480236)
1987060,Worthington,July 01 2018,399,POINT (-91.1207613 42.398071)
1968700,Rose Hill,July 01 2012,166,POINT (-92.4636988 41.3203615)
1973425,Sioux Rapids,July 01 1998,727,POINT (-95.1487935 42.891608)
1905635,Bellevue,July 01 2019,2209,POINT (-90.4318375 42.2625585)
1950520,Maxwell,July 01 2018,910,POINT (-93.3959877 41.8913844)
1917985,Cylinder,July 01 2003,102,POINT (-94.5511492 43.089664)
1908290,Breda,July 01 2001,469,POINT (-94.9750461 42.183967)
1939585,Jesup,July 01 1992,2072,POINT (-92.0659027 42.4744701)
1915240,Colo,April 01 1990,771,POINT (-93.3185991 42.014482)
1948900,Manly,July 01 2002,1340,POINT (-93.2009752 43.2880706)
1900505,Adel,July 01 2013,3975,POINT (-94.0135968 41.6121709)
1944130,Ledyard,July 01 2012,129,POINT (-94.1585893 43.4205973)
1907345,Bonaparte,July 01 2008,445,POINT (-91.8005215 40.7011739)
1922215,Dow City,April 01 2000,503,POINT (-95.4943457 41.9279982)
1901540,Alta Vista,July 01 1996,244,POINT (-92.4170267 43.1967709)
1940260,Kanawha,July 01 2012,634,POINT (-93.7932443 42.9341778)
1932565,Gray,July 01 2014,60,POINT (-94.985948 41.8418311)
1913080,Cherokee,July 01 1998,5576,POINT (-95.5525761 42.7508555)
1904195,Badger,July 01 1992,596,POINT (-94.1445463 42.6141459)
1946335,Lone Tree,July 01 2001,1166,POINT (-91.4262099 41.4866558)
1934500,Harlan,July 01 2005,5087,POINT (-95.3268616 41.6495154)
1984835,Westwood,July 01 2004,124,POINT (-91.6266238 40.9647732)
1941790,Knierim,July 01 1994,69,POINT (-94.4559372 42.4561397)
1911215,Carter Lake,July 01 2008,3208,POINT (-95.9169331 41.2884608)
1981345,Volga,July 01 2002,245,POINT (-91.5422736 42.8026667)
1963840,Plover,July 01 2001,93,POINT (-94.6222266 42.876712)
1955110,Muscatine,July 01 1997,23034,POINT (-91.0680884 41.4194742)
1931710,Gowrie,July 01 2001,1052,POINT (-94.2897172 42.2778361)
1948450,Madrid,July 01 2001,2400,POINT (-93.820109 41.8756295)
1953355,Monroe,July 01 1998,1757,POINT (-93.1037482 41.5189365)
1942465,Lake City,July 01 2016,1673,POINT (-94.7310464 42.2676372)
1908560,Bristow,July 01 2001,196,POINT (-92.9079267 42.7738236)
1934680,Hartford,July 01 1995,794,POINT (-93.4052141 41.4577051)
1944490,Lenox,July 01 2007,1263,POINT (-94.5583357 40.8830419)
1953985,Moravia,July 01 2018,635,POINT (-92.8191273 40.8918338)
1961275,Panama,July 01 1997,206,POINT (-95.4754762 41.7263507)
1975630,Storm Lake,July 01 2007,9488,POINT (-95.1970008 42.6431467)
1905050,Beacon,April 01 1990,509,POINT (-92.681397 41.2746235)
1961365,Panorama Park,July 01 1998,104,POINT (-90.4536976 41.5556125)
1958665,Ogden,July 01 1996,1998,POINT (-94.0284384 42.0394235)
1975180,Steamboat Rock,July 01 2006,319,POINT (-93.0665057 42.4081346)
1934725,Hartley,July 01 1991,1634,POINT (-95.4767498 43.1790472)
1968025,Rock Falls,July 01 2007,156,POINT (-93.0871547 43.2069876)
1962130,Peosta,July 01 2008,1187,POINT (-90.8475209 42.447383)
1907210,Bode,July 01 2008,300,POINT (-94.2862417 42.868027)
1908875,Brunsville,July 01 2014,153,POINT (-96.2667032 42.8109608)
1901675,Alvord,July 01 2005,184,POINT (-96.3025937 43.3417889)
1926760,Farley,July 01 1991,1370,POINT (-91.0091147 42.4437548)
1945795,Little Rock,July 01 2013,453,POINT (-95.880437 43.4454349)
1967215,Rippey,July 01 1991,275,POINT (-94.2007998 41.9342117)
1921000,Des Moines,July 01 2002,198652,POINT (-93.6104316 41.5725032)
1907930,Braddyville,July 01 2001,175,POINT (-95.0311862 40.5806312)
1980535,Varina,July 01 1996,93,POINT (-94.8976674 42.6581176)
1952275,Millerton,July 01 2014,45,POINT (-93.3057058 40.8493458)
1987060,Worthington,July 01 1993,410,POINT (-91.1207613 42.398071)
1971085,Schaller,July 01 2006,715,POINT (-95.2962713 42.4965314)
1944400,Le Mars,July 01 2006,9211,POINT (-96.1742476 42.7809352)
1934680,Hartford,July 01 2009,781,POINT (-93.4052141 41.4577051)
1929910,Garnavillo,July 01 2016,728,POINT (-91.2364097 42.8661313)
1952050,Miles,July 01 1999,418,POINT (-90.3150838 42.048783)
1974775,Springville,April 01 2010,1074,POINT (-91.4457379 42.0529659)
1904870,Battle Creek,July 01 2013,710,POINT (-95.6002651 42.3168556)
1968520,Rolfe,July 01 2009,567,POINT (-94.5313396 42.8129005)
1943275,Lansing,July 01 2007,952,POINT (-91.2258567 43.3606897)
1972525,Shenandoah,July 01 2019,4820,POINT (-95.3720582 40.7583016)
1930675,Gilbertville,July 01 2011,725,POINT (-92.2141932 42.4189896)
1973155,Silver City,July 01 2004,272,POINT (-95.6378733 41.1113884)
1974775,St. Anthony,July 01 2008,186,POINT (-91.4457379 42.0529659)
1906940,Blencoe,July 01 2007,203,POINT (-96.0821104 41.9303416)
1942825,Lakota,July 01 2018,280,POINT (-94.0963165 43.3786517)
1903610,Auburn,July 01 2019,305,POINT (-94.8777258 42.2495688)
1941520,Kirkman,April 01 1990,98,POINT (-95.2672884 41.7280558)
1963615,Pleasant Plain,July 01 2013,98,POINT (-91.8596295 41.1472162)
1966540,Rhodes,July 01 2009,293,POINT (-93.1836907 41.9278263)
1933780,Hamburg,July 01 1993,1361,POINT (-95.6545764 40.606121)
1979995,Ute,July 01 1992,389,POINT (-95.7058299 42.0499538)
1973515,Slater,July 01 1991,1275,POINT (-93.686299 41.8792234)
1951105,Menlo,July 01 2002,363,POINT (-94.404251 41.5221445)
1958060,Oakland,July 01 1995,1504,
1907210,Bode,July 01 1998,333,POINT (-94.2862417 42.868027)
1905140,Beaman,July 01 1993,184,POINT (-92.822187 42.2202167)
1975045,Stanwood,July 01 1992,650,POINT (-91.1487706 41.8930402)
1952950,Mitchellville,July 01 1996,1879,POINT (-93.3629093 41.6678771)
1948000,McGregor,July 01 2016,849,POINT (-91.1820936 43.0244127)
1973605,Sloan,July 01 1991,943,POINT (-96.2257127 42.2324178)
1944400,Le Mars,July 01 2018,9957,POINT (-96.1742476 42.7809352)
1912900,Charter Oak,July 01 2005,513,POINT (-95.5891719 42.0682534)
1977790,Thor,July 01 2007,161,POINT (-94.0495691 42.6881159)
1922395,Dubuque,April 01 1990,57538,POINT (-90.7066112 42.5006649)
1932160,Granger,July 01 2016,1396,POINT (-93.8247737 41.7619744)
1959070,Ollie,July 01 2012,214,POINT (-92.0923057 41.1991478)
1974505,Springbrook,July 01 2013,151,POINT (-90.479117 42.1655919)
1944985,Libertyville,July 01 2013,332,POINT (-92.0501957 40.9582432)
1987015,Woolstock,April 01 1990,212,POINT (-93.8432601 42.5647758)
1959835,Osceola,April 01 2000,4659,POINT (-93.7796689 41.029945)
1938100,Independence,July 01 2002,5961,POINT (-91.9029773 42.4621659)
1929910,Garnavillo,April 01 2000,754,POINT (-91.2364097 42.8661313)
1968925,Rossie,July 01 2001,57,POINT (-95.1886124 43.0136605)
1939450,Jefferson,April 01 2010,4345,POINT (-94.3797781 42.017241)
1945615,Lisbon,July 01 2016,2206,POINT (-91.3916619 41.9205324)
1908695,Brooklyn,July 01 1994,1413,POINT (-92.4452965 41.731528)
1944580,Le Roy,July 01 2006,8,POINT (-93.5924703 40.8783629)
1905050,Beacon,July 01 2015,490,POINT (-92.681397 41.2746235)
1962355,Perry,July 01 2012,8015,POINT (-94.09406 41.8379964)
1965550,Randalia,July 01 2001,82,POINT (-91.8864465 42.8635957)
1979140,Truro,July 01 2018,499,POINT (-93.8466721 41.2097694)
1957630,Northwood,July 01 2013,1970,POINT (-93.2166459 43.444054)
1915645,Conesville,July 01 2015,431,POINT (-91.3485847 41.3796772)
1903610,Auburn,July 01 1993,303,POINT (-94.8777258 42.2495688)
1917850,Cumming,July 01 2019,405,POINT (-93.759951 41.4875287)
1975810,Stratford,July 01 1991,737,POINT (-93.9272412 42.2691235)
1903610,Auburn,July 01 2002,285,POINT (-94.8777258 42.2495688)
1930945,Gilmore City,July 01 2003,527,POINT (-94.4369129 42.7269003)
1930000,Garrison,July 01 2017,362,POINT (-92.1431601 42.1440125)
1941790,Knierim,July 01 1998,64,POINT (-94.4559372 42.4561397)
1940935,Keosauqua,July 01 1994,1002,POINT (-91.9605345 40.7346892)
1978735,Traer,July 01 2019,1596,POINT (-92.4641603 42.1907351)
1937515,Hull,July 01 2018,2304,POINT (-96.1336554 43.1894543)
1969690,Sageville,July 01 2005,217,POINT (-90.7061464 42.5489155)
1912855,Charlotte,July 01 1995,337,POINT (-90.4682057 41.9621301)
1932115,Grandview,July 01 2004,604,POINT (-91.1882749 41.2772257)
1973650,Smithland,July 01 2007,212,POINT (-95.9311714 42.2289603)
1956595,New Virginia,April 01 2000,469,POINT (-93.7310405 41.1816162)
1950970,Melrose,July 01 2007,120,POINT (-93.0508038 40.9790245)
1907930,Braddyville,July 01 2014,156,POINT (-95.0311862 40.5806312)
1922935,Durango,July 01 2012,24,POINT (-90.7743258 42.5610615)
1932520,Gravity,July 01 1998,232,POINT (-94.7435014 40.7601646)
1921405,Dike,July 01 1997,908,POINT (-92.6255847 42.4641335)
1951060,Melvin,July 01 2011,210,POINT (-95.608646 43.2864738)
1928515,Fort Dodge,July 01 1999,25593,POINT (-94.175105 42.5097987)
1911305,Cascade,July 01 2003,1987,POINT (-91.0045814 42.3019211)
1952050,Miles,July 01 2019,437,POINT (-90.3150838 42.048783)
1922845,Dunkerton,July 01 1994,724,POINT (-92.161378 42.5673881)
1939765,Johnston,July 01 2008,15580,POINT (-93.7172578 41.6856012)
1950385,Matlock,July 01 1995,106,POINT (-95.9345034 43.2443282)
1944580,Le Roy,July 01 1999,35,POINT (-93.5924703 40.8783629)
1943005,Lamont,July 01 1994,476,POINT (-91.6404271 42.5985649)
1936390,Hillsboro,July 01 2004,203,POINT (-91.7125258 40.8373813)
1933150,Griswold,April 01 2000,1039,POINT (-95.1392779 41.2342966)
1919090,Davis City,July 01 1999,279,POINT (-93.8126017 40.6401518)
1948855,Manilla,July 01 1996,828,POINT (-95.2345611 41.8923087)
1952275,Millerton,July 01 2018,42,POINT (-93.3057058 40.8493458)
1959565,Orient,July 01 2018,373,POINT (-94.4178978 41.2032884)
1944310,Leighton,July 01 2015,160,POINT (-92.7864171 41.3387995)
1910090,Calumet,July 01 2008,151,POINT (-95.5515151 42.9449608)
1955515,Nemaha,July 01 2004,93,POINT (-95.0888605 42.5149523)
1919810,Delphos,July 01 2014,24,POINT (-94.3402745 40.663174)
1952545,Minburn,July 01 2013,378,POINT (-94.0285158 41.7575518)
1968385,Rodney,July 01 2006,68,POINT (-95.9507042 42.2047575)
1964065,Pomeroy,July 01 2009,598,POINT (-94.6778218 42.5519497)
1949350,Marcus,July 01 1992,1173,POINT (-95.8068149 42.8223959)
1987285,Yale,July 01 2002,277,POINT (-94.3572116 41.7753718)
1953310,Monona,July 01 1993,1532,POINT (-91.3912037 43.0512734)
1902755,Arion,July 01 2012,109,POINT (-95.4623218 41.9481606)
1979185,Turin,July 01 1995,101,POINT (-95.9660243 42.020857)
1941115,Keystone,July 01 2014,612,POINT (-92.198287 41.9997178)
1965415,Rake,July 01 2008,202,POINT (-93.9201734 43.4805671)
1983595,West Branch,July 01 2014,2344,POINT (-91.3406612 41.6627654)
1950880,Melbourne,July 01 2017,815,POINT (-93.1026156 41.9415478)
1946155,Logan,July 01 1991,1392,POINT (-95.7916479 41.64514)
1909685,Burt,July 01 2009,487,POINT (-94.2210539 43.1989094)
1948900,Manly,July 01 1996,1344,POINT (-93.2009752 43.2880706)
1969690,Sageville,July 01 1995,211,POINT (-90.7061464 42.5489155)
1904915,Baxter,July 01 1997,971,POINT (-93.1524552 41.8252003)
1972390,Sheldon,July 01 2005,4907,POINT (-95.8440092 43.1796213)
1901000,Alburnett,April 01 2000,559,POINT (-91.6209167 42.1493012)
1977835,Thornburg,July 01 2011,66,POINT (-92.3327614 41.4553947)
1974685,Spring Hill,July 01 2017,65,POINT (-93.6498879 41.4121875)
1911485,Castalia,July 01 2011,172,POINT (-91.6769622 43.1128048)
1965640,Randolph,July 01 2006,173,POINT (-95.5647251 40.8734345)
1933645,Halbur,July 01 2016,246,POINT (-94.972048 42.0051243)
1982020,Wall Lake,July 01 2011,812,POINT (-95.0927786 42.267186)
1915375,Columbus City,April 01 2000,376,POINT (-91.3746897 41.2592765)
1911485,Castalia,July 01 2001,157,POINT (-91.6769622 43.1128048)
1912765,Charles City,July 01 1995,7765,POINT (-92.6745202 43.0643521)
1918390,Danbury,July 01 1996,445,POINT (-95.7215908 42.2364321)
1919765,Deloit,July 01 1993,329,POINT (-95.3174643 42.0971421)
1904240,Bagley,July 01 2017,286,POINT (-94.4303047 41.8463643)
1919495,Deep River,July 01 2007,275,POINT (-92.3732274 41.5811789)
1966045,Redfield,July 01 2002,877,POINT (-94.1961117 41.5906044)
1915465,Colwell,July 01 2006,75,POINT (-92.5910417 43.1577091)
1920125,Derby,July 01 2012,114,POINT (-93.4564833 40.9303355)
1921045,De Soto,July 01 2019,1025,POINT (-94.009715 41.5363839)
1920125,Derby,July 01 1999,141,POINT (-93.4564833 40.9303355)
1904105,Ayrshire,July 01 1993,189,POINT (-94.8335229 43.0395515)
1983415,Wesley,July 01 2009,405,POINT (-93.9936857 43.0886724)
1916545,Correctionville,July 01 1997,938,POINT (-95.7830202 42.4771854)
1983595,West Branch,July 01 2015,2343,POINT (-91.3406612 41.6627654)
1943815,Lawler,July 01 2009,413,POINT (-92.153525 43.0717656)
1972525,Shenandoah,April 01 2010,5150,POINT (-95.3720582 40.7583016)
1903025,Arnolds Park,July 01 2001,1196,POINT (-95.1362945 43.3602008)
1948540,Malcom,July 01 2018,271,POINT (-92.5574629 41.7075959)
1965280,Quimby,July 01 2005,344,POINT (-95.6439386 42.629181)
1987555,Zearing,July 01 1992,603,POINT (-93.2971817 42.1589254)
1912990,Chelsea,July 01 2003,280,POINT (-92.3945142 41.9204989)
1941610,Kiron,July 01 1993,293,POINT (-95.3272682 42.1941298)
1904870,Battle Creek,July 01 1992,813,POINT (-95.6002651 42.3168556)
1939855,Joice,July 01 1998,230,POINT (-93.4581067 43.3647892)
1966585,Riceville,July 01 2004,828,POINT (-92.5541081 43.362157)
1983325,Wellsburg,July 01 2008,674,POINT (-92.9265689 42.4338465)
1972075,Sharpsburg,July 01 2001,98,POINT (-94.640482 40.802969)
1958530,Ocheyedan,July 01 2006,496,POINT (-95.5365264 43.4181152)
1977430,Tennant,July 01 1992,78,POINT (-95.4449352 41.5941155)
1967350,Riverdale,July 01 2017,436,POINT (-90.4637332 41.5370578)
1972300,Shelby,July 01 1998,627,POINT (-95.4505587 41.5066731)
1977745,Thompson,July 01 2016,486,POINT (-93.7746954 43.3697498)
1956055,Newhall,July 01 2005,972,POINT (-91.9673411 41.9933287)
1933645,Halbur,July 01 2003,204,POINT (-94.972048 42.0051243)
1914970,Coin,July 01 2011,192,POINT (-95.2348731 40.6560633)
1940890,Keomah Village,July 01 2019,97,POINT (-92.5367656 41.2885469)
1933060,Grimes,July 01 2012,9207,POINT (-93.7945972 41.6775439)
1926445,Fairfield,July 01 2013,9927,POINT (-91.9672596 41.0070611)
1942555,Lake Mills,July 01 2005,2020,POINT (-93.5320645 43.4169493)
1964290,Postville,April 01 2000,2273,POINT (-91.5682128 43.0839487)
1966315,Reinbeck,July 01 2017,1634,POINT (-92.5942704 42.3225055)
1914025,Clear Lake,July 01 1995,8739,POINT (-93.3739922 43.1346536)
1942825,Lakota,July 01 1996,269,POINT (-94.0963165 43.3786517)
1962760,Pierson,July 01 2018,353,POINT (-95.8652766 42.5428025)
1950205,Masonville,July 01 2008,101,POINT (-91.5915017 42.4798479)
1951150,Meriden,July 01 1991,189,POINT (-95.6340769 42.7945167)
1912495,Central City,July 01 2012,1282,POINT (-91.5244676 42.2037451)
1944265,Lehigh,April 01 2000,497,POINT (-94.0534845 42.3574683)
1966045,Redfield,July 01 2003,889,POINT (-94.1961117 41.5906044)
1975630,Storm Lake,July 01 2013,10823,POINT (-95.1970008 42.6431467)
1947280,Luther,July 01 2016,119,POINT (-93.8200542 41.9669307)
1950935,Melcher-Dallas,July 01 1992,1320,POINT (-93.2411492 41.2274271)
1979140,Truro,July 01 2004,465,POINT (-93.8466721 41.2097694)
1944535,Leon,July 01 1995,1925,POINT (-93.7545236 40.7407471)
1974055,South English,July 01 1996,246,POINT (-92.090512 41.4520828)
1974820,Stacyville,July 01 1997,476,POINT (-92.7839772 43.4390311)
1969375,Rutland,July 01 2019,122,POINT (-94.2951894 42.7614337)
1915060,Colfax,July 01 1999,2497,POINT (-93.240454 41.676085)
1931665,Goose Lake,July 01 2006,234,POINT (-90.3817617 41.9678833)
1956550,New Vienna,July 01 1995,380,POINT (-91.1138852 42.5477204)
1913845,Clayton,July 01 2003,54,POINT (-91.1505737 42.9033147)
1978735,Traer,July 01 2003,1596,POINT (-92.4641603 42.1907351)
1903655,Audubon,April 01 1990,2524,POINT (-94.9285729 41.7183297)
1975945,Struble,July 01 1994,70,POINT (-96.1945847 42.8944666)
1948585,Mallard,July 01 1996,318,POINT (-94.6831596 42.9393896)
1960015,Osterdock,July 01 2017,57,POINT (-91.1578336 42.7313862)
1938055,Imogene,July 01 2007,59,POINT (-95.427529 40.8790395)
1924465,Eldora,July 01 1996,2984,POINT (-93.1012867 42.3605951)
1928650,Fostoria,July 01 1997,193,POINT (-95.1549472 43.2429923)
1978195,Tingley,April 01 1990,179,POINT (-94.195803 40.852747)
1961230,Palo,July 01 1999,597,POINT (-91.8000825 42.0645741)
1947775,McCallsburg,July 01 2012,330,POINT (-93.3906852 42.1648558)
